416    4.57     8.05        0
417    4.57     3.38        1
418    1.52    13.04        0
419     6.1    16.25        0
420    9.14    11.43        0
421    3.05    32.35        0
422    0.91    16.25        0
423    0.91     0.16        1
424    0.91    21.08        0
425    3.05     1.77        1
426    4.57     1.77        1
427     6.1     3.38        1
428     6.1      6.6        1
429    4.57    16.09        0
430    0.91     8.21        0
431    3.05     4.99        1
432    3.05     8.21        1
433    4.57     8.13        1
434    1.52     4.99        1
435    4.57     3.38        1
436    7.62     3.38        1
437    1.52    24.46        0
438    3.05    22.69        0
439    0.91     9.82        1
440    0.91     0.16        1
441    7.62     1.77        1
442    1.52     24.3        0
443    1.52    21.08        0
444    4.57    38.79        0
445    4.57    11.43        1
446    0.91     0.16        1
447     6.1    16.25        1
448    1.52    14.65        1
449    3.05     9.82        1
450    3.05    33.96        0
451    1.52    13.04        0
452    1.52     8.21        0
453    3.05     0.16        1
454    0.91    11.43        0
455    0.91      6.6        1
456     6.1    16.25        1
457    4.57     4.02        1
458    3.05     4.99        1
459     6.1     0.16        1
460    3.05     9.82        0
461    3.05    13.04        1
462    1.52     9.82        1
463    0.91     4.99        1
464    3.05     0.16        1
