time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-01T10:12:30.100Z,19.4215,-155.6188,40.5,1.7,Md,,208.8,0.03593261,0.17,hv,hv60745001,2014-08-01T18:45:14.994Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-01T10:18:13.500Z,19.456,-155.6025,45.5,1.8,Md,,64.8,0,0.19,hv,hv60745006,2014-08-01T17:32:21.646Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-01T13:57:31.300Z,19.2783,-155.0498,43.3,2,Md,,219.6,0.07186522,0.1,hv,hv60745061,2014-08-01T20:34:57.625Z,"25km SSW of Leilani Estates, Hawaii",earthquake
2014-08-01T14:19:48.800Z,19.1858,-155.5115,37.1,1.8,Md,,93.6,0.05389892,0.1,hv,hv60745071,2014-08-01T19:50:17.511Z,"3km WSW of Pahala, Hawaii",earthquake
2014-08-01T23:51:25.100Z,19.3357,-155.1418,5.7,1.5,Md,,104.4,0.05389892,0.11,hv,hv60745421,2014-08-02T00:58:33.105Z,"14km SE of Volcano, Hawaii",earthquake
2014-08-02T05:59:13.300Z,19.2923,-155.3867,2.5,2.8,Ml,,97.2,0.04491576,0.33,hv,hv60745761,2014-09-05T08:25:25.662Z,"13km NE of Pahala, Hawaii",earthquake
2014-08-02T12:10:10.900Z,19.0167,-155.4897,37.2,2.2,Md,,208.8,0.14373045,0.2,hv,hv60745876,2014-08-02T12:13:34.146Z,"20km S of Pahala, Hawaii",earthquake
2014-08-03T05:21:54.700Z,19.3927,-155.2498,2.5,2,Ml,,93.6,0.01796631,0.17,hv,hv60746436,2014-08-03T05:27:40.191Z,"4km SSW of Volcano, Hawaii",earthquake
2014-08-03T13:34:28.400Z,19.1992,-155.4847,31.2,1.8,Md,,82.8,0.04491576,0.23,hv,hv60746611,2014-08-03T13:37:45.204Z,"0km SW of Pahala, Hawaii",earthquake
2014-08-03T19:29:40.200Z,19.3597,-155.2927,1.5,1.8,Ml,,61.2,0.02694946,0.18,hv,hv60746761,2014-08-03T19:35:26.029Z,"9km SW of Volcano, Hawaii",earthquake
2014-08-03T21:57:54.300Z,19.2817,-155.0558,44.9,2.6,Ml,,212.4,0.07186522,0.17,hv,hv60746831,2014-09-07T19:43:51.442Z,"25km SE of Volcano, Hawaii",earthquake
2014-08-04T01:13:55.800Z,19.335,-155.1252,6.1,1.7,md,,125.9999899,0.04491576,0.14,hv,hv60746931,2014-08-05T03:28:36.000Z,"15km SE of Volcano, Hawaii",earthquake
2014-08-04T08:59:18.100Z,19.3635,-155.2357,30.6,1.9,Md,,54,0.00898315,0.11,hv,hv60747126,2014-08-04T21:28:27.541Z,"7km S of Volcano, Hawaii",earthquake
2014-08-04T11:15:28.300Z,19.3557,-155.2027,0.2,1.8,ml,,187.199985,0.01796631,0.28,hv,hv60747191,2014-08-05T03:28:34.000Z,"9km SSE of Volcano, Hawaii",earthquake
2014-08-04T11:16:00.400Z,19.3688,-155.2137,3.1,2.1,ml,,111.5999911,0.008983153,0.07,hv,hv60747196,2014-08-05T03:28:35.000Z,"7km SSE of Volcano, Hawaii",earthquake
2014-08-04T21:53:23.200Z,19.426,-155.3175,5.6,2,ml,,86.39999309,0.02694946,0.09,hv,hv60747501,2014-08-05T03:28:36.000Z,"8km W of Volcano, Hawaii",earthquake
2014-08-05T02:01:33.500Z,19.3232,-155.1207,6,1.7,md,,147.5999882,0.03593261,0.21,hv,hv60747681,2014-08-05T03:28:33.000Z,"17km SE of Volcano, Hawaii",earthquake
2014-08-05T07:39:51.600Z,19.3872,-155.2433,2.8,1.7,ml,,86.39999309,0.01796631,0.14,hv,hv60747816,2014-08-05T07:45:38.000Z,"4km S of Volcano, Hawaii",earthquake
2014-08-05T10:07:59.500Z,19.6433,-156.2905,26.3,3.2,Ml,,270,0.26051143,0.18,hv,hv60747871,2014-09-15T09:22:32.225Z,"30km W of Kailua-Kona, Hawaii",earthquake
2014-08-05T15:13:20.300Z,19.4025,-155.6232,3.4,2.8,Md,,50.4,0,0.17,hv,hv60747921,2014-09-09T14:22:17.962Z,"26km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-06T01:07:13.400Z,19.9533,-155.0975,39.6,3,Ml,,266.4,0.23356197,0.15,hv,hv60748166,2014-09-08T22:33:37.024Z,"13km N of Pepeekeo, Hawaii",earthquake
2014-08-06T02:17:46.900Z,19.4093,-155.2817,1.5,0.4,Md,,111.6,0,0.26,hv,hv60748226,2014-08-06T03:14:43.672Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-06T02:41:00.200Z,19.4043,-155.2813,0,2.3,Ml,,54,0.00898315,0.31,hv,hv60748236,2014-08-07T01:39:51.471Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-06T14:10:21.700Z,19.4137,-155.3295,7.6,2.2,Ml,,46.8,0.02694946,0.09,hv,hv60748431,2014-08-06T23:34:05.406Z,"9km W of Volcano, Hawaii",earthquake
2014-08-06T17:00:42.700Z,19.9292,-155.8688,39.3,2.1,Md,,234,0.18864621,0.1,hv,hv60748471,2014-08-07T00:14:39.836Z,"4km W of Waikoloa Village, Hawaii",earthquake
2014-08-07T15:41:34.900Z,19.4453,-155.2293,30.8,1.8,Md,,104.4,0.07186522,0.1,hv,hv60748971,2014-08-15T00:12:50.282Z,"1km NNE of Volcano, Hawaii",earthquake
2014-08-07T23:45:39.200Z,19.4097,-154.9622,0,1.3,Md,,201.6,0.04491576,0.15,hv,hv60749096,2014-08-14T02:01:04.473Z,"7km SW of Leilani Estates, Hawaii",earthquake
2014-08-08T01:57:34.000Z,19.4512,-155.2268,30.8,1.8,Md,,50.4,0.04491576,0.12,hv,hv60749126,2014-08-14T02:33:04.152Z,"2km NNE of Volcano, Hawaii",earthquake
2014-08-08T02:03:01.100Z,19.744,-155.8422,14,1.7,md,,233.9999813,0.06288207,0.16,hv,hv60749131,2014-08-14T21:39:06.000Z,"14km E of Kalaoa, Hawaii",earthquake
2014-08-08T08:38:13.200Z,19.404,-155.4763,9.7,1.6,Md,,39.6,0.03593261,0.1,hv,hv60749246,2014-08-14T21:06:07.149Z,"22km N of Pahala, Hawaii",earthquake
2014-08-08T14:40:24.600Z,19.4057,-155.278,0,2.3,Ml,,61.2,0.00898315,0.26,hv,hv60749331,2014-08-14T01:49:48.208Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-08T15:00:29.100Z,19.4177,-155.2575,0,1.9,Md,,291.6,0.01796631,0.11,hv,hv60749336,2014-08-14T00:47:05.236Z,"2km SW of Volcano, Hawaii",earthquake
2014-08-08T20:17:37.600Z,19.4208,-155.28,2.6,2.8,Ml,,86.4,0.00898315,0.34,hv,hv60749431,2014-08-13T21:21:01.834Z,"4km WSW of Volcano, Hawaii",earthquake
2014-08-08T20:54:33.500Z,19.413,-155.2775,1.7,2.5,Ml,,54,0,0.27,hv,hv60749451,2014-08-13T21:21:23.205Z,"4km WSW of Volcano, Hawaii",earthquake
2014-08-08T22:45:49.000Z,19.1943,-155.4052,33.6,1.7,Md,,172.8,0.04491576,0.1,hv,hv60749471,2014-08-13T23:40:09.498Z,"7km E of Pahala, Hawaii",earthquake
2014-08-14T00:30:40.800Z,19.4303,-155.315,5.9,2,Ml,,93.6,0.02694946,0.05,hv,hv60749541,2014-08-14T21:47:09.000Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-14T14:24:07.600Z,19.3863,-155.4502,10.4,2.2,Ml,,32.4,0.01796631,0.12,hv,hv60749751,2014-08-14T20:12:51.163Z,"20km N of Pahala, Hawaii",earthquake
2014-08-15T01:48:29.000Z,19.4518,-155.9007,13.5,2,Md,,165.6,0.03593261,0.15,hv,hv60749856,2014-08-15T06:14:04.333Z,"3km W of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-15T03:00:16.900Z,19.3798,-155.2383,2.9,0.8,Md,,86.4,0.00898315,0.09,hv,hv60749876,2014-08-15T19:49:03.315Z,"5km S of Volcano, Hawaii",earthquake
2014-08-15T03:44:50.600Z,19.9655,-155.6073,10.7,1.7,Md,,151.2,0.10779783,0.17,hv,hv60749901,2014-08-15T21:40:36.806Z,"9km SE of Waimea, Hawaii",earthquake
2014-08-15T04:38:26.900Z,19.4522,-155.9073,13.4,1.6,Md,,176.4,0.03593261,0.17,hv,hv60749951,2014-08-15T21:25:50.070Z,"4km W of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-15T05:11:00.900Z,19.1837,-155.3363,45,1.9,Md,,176.4,0.08084838,0.13,hv,hv60750051,2014-08-15T21:10:02.281Z,"15km E of Pahala, Hawaii",earthquake
2014-08-15T08:18:49.200Z,19.83,-155.73,38.8,2.3,Ml,,136.8,0.07186522,0.08,hv,hv60750356,2014-08-15T20:47:39.826Z,"14km SSE of Waikoloa, Hawaii",earthquake
2014-08-15T19:07:22.700Z,19.403,-155.2852,1.7,1.6,Ml,,237.6,0.00898315,0.11,hv,hv60751026,2014-08-15T20:17:11.520Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-16T00:42:06.100Z,19.5833,-155.6007,0,1,Md,,144,0.05389892,0.28,hv,hv60751196,2014-08-16T01:13:55.989Z,"31km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T02:42:35.600Z,19.4113,-155.6383,4.1,2.4,Ml,,154.8,0.00898315,0.13,hv,hv60751241,2014-08-18T19:58:26.798Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T02:55:51.300Z,19.1868,-155.6107,8.7,1.6,Md,,93.6,0.06288207,0.23,hv,hv60751251,2014-08-18T21:35:53.668Z,"13km W of Pahala, Hawaii",earthquake
2014-08-16T05:01:09.700Z,19.5365,-155.6123,9.6,1.3,Md,,140.4,0.02694946,0.13,hv,hv60751301,2014-08-22T19:53:16.544Z,"27km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T05:01:39.500Z,19.5333,-155.6095,8.2,0.9,Md,,111.6,0.02694946,0.11,hv,hv60236578,2014-08-22T19:59:22.309Z,"28km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T06:19:29.500Z,19.6113,-155.5845,10.9,1.2,Md,,151.2,0.08983153,0.15,hv,hv60751331,2014-08-18T21:54:40.793Z,"34km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-16T17:21:46.600Z,19.534,-155.6962,11.1,1.2,Md,,111.6,0.02694946,0.11,hv,hv60751491,2014-08-23T02:18:08.014Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-17T03:50:12.600Z,19.4163,-155.6105,2.8,0.7,Md,,115.2,0.01796631,0.09,hv,hv60751791,2014-08-22T20:28:30.587Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-17T04:28:48.000Z,19.5057,-155.6222,19.6,2.8,Ml,,43.2,0.02694946,0.1,hv,hv60751826,2014-09-19T05:56:10.291Z,"26km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-17T06:47:18.200Z,19.1795,-155.4862,42,1.9,Md,,198,0.13474729,0.07,hv,hv60751886,2014-08-18T23:28:41.611Z,"2km SSW of Pahala, Hawaii",earthquake
2014-08-17T06:53:39.100Z,19.395,-155.2547,2.3,0.7,Md,,64.8,0.00898315,0.05,hv,hv60751891,2014-08-18T19:37:33.449Z,"4km SSW of Volcano, Hawaii",earthquake
2014-08-17T13:32:58.900Z,19.4187,-155.332,7.3,1.2,Md,,86.4,0.02694946,0.09,hv,hv60751926,2014-08-19T00:02:15.462Z,"9km W of Volcano, Hawaii",earthquake
2014-08-17T20:49:48.700Z,19.2917,-155.8377,10.6,1.5,Md,,118.8,0.04491576,0.14,hv,hv60752076,2014-08-19T00:25:38.187Z,"18km S of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-18T03:37:22.800Z,19.5487,-155.7023,0.3,1,Md,,136.8,0.04491576,0.07,hv,hv60752266,2014-08-23T01:51:04.940Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-18T04:50:39.400Z,19.4168,-155.3315,8,2.1,Ml,,50.4,0.02694946,0.09,hv,hv60752291,2014-08-19T01:07:17.959Z,"9km W of Volcano, Hawaii",earthquake
2014-08-18T08:44:00.700Z,19.462,-155.8907,12.4,1.5,Md,,140.4,0.03593261,0.13,hv,hv60752386,2014-08-19T01:28:10.536Z,"2km WNW of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-18T09:10:06.600Z,19.479,-155.6953,11.6,1,Md,,136.8,0.02694946,0.04,hv,hv60752396,2014-08-23T00:29:28.623Z,"17km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-18T15:03:24.000Z,19.461,-155.5912,10,0.8,md,,64.79999482,0.008983153,0.28,hv,hv60752491,2014-08-22T20:39:42.000Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-18T17:18:06.700Z,19.3978,-155.0653,39.7,2,Md,,140.4,0.00898315,0.1,hv,hv60752556,2014-08-19T02:10:20.368Z,"12km S of Fern Acres, Hawaii",earthquake
2014-08-19T03:54:49.400Z,19.565,-155.5972,10.5,1,Md,,154.8,0.03593261,0.09,hv,hv60752786,2014-08-23T01:40:52.592Z,"30km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-19T10:36:58.600Z,19.7853,-155.5728,17,1.4,Md,,90,0.04491576,0.12,hv,hv60752891,2014-08-19T20:11:53.021Z,"28km SSE of Waimea, Hawaii",earthquake
2014-08-20T03:09:12.800Z,19.4045,-155.2788,1.2,2,Ml,,32.4,0.00898315,0.09,hv,hv60753471,2014-08-20T19:50:21.884Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-20T06:31:50.700Z,19.2583,-155.2342,9.3,1.5,Md,,190.8,0.02694946,0.1,hv,hv60753656,2014-08-20T20:07:08.847Z,"19km S of Volcano, Hawaii",earthquake
2014-08-20T08:25:29.900Z,19.8153,-155.8783,38.9,1.9,Md,,255.6,0.21559567,0.15,hv,hv60753731,2014-08-23T01:36:17.087Z,"14km NE of Kalaoa, Hawaii",earthquake
2014-08-20T09:23:12.500Z,19.4215,-155.6128,3.9,0.8,Md,,118.8,0.02694946,0.11,hv,hv60753766,2014-08-22T20:33:06.070Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-20T11:37:24.600Z,19.9598,-155.707,2.4,2.2,Ml,,162,0.07186522,0.18,hv,hv60753811,2014-08-20T20:20:55.356Z,"7km SSW of Waimea, Hawaii",earthquake
2014-08-20T14:42:15.900Z,19.3222,-155.149,7.4,2.1,Ml,,100.8,0.04491576,0.08,hv,hv60753881,2014-08-20T20:48:23.398Z,"15km SE of Volcano, Hawaii",earthquake
2014-08-20T18:20:27.800Z,19.3162,-155.221,8.1,0.9,Md,,75.6,0.03593261,0.04,hv,hv60754031,2014-08-20T21:02:36.021Z,"12km S of Volcano, Hawaii",earthquake
2014-08-20T22:22:20.400Z,19.4067,-155.2773,1.6,1.7,md,,46.79999626,0.008983153,0.17,hv,hv60754201,2014-08-20T22:25:17.000Z,"4km WSW of Volcano, Hawaii",earthquake
2014-08-21T03:47:38.700Z,19.4045,-155.2808,6.9,1.6,Ml,,46.8,0.00898315,0.14,hv,hv60754401,2014-08-21T19:02:58.509Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-21T06:08:47.000Z,19.4078,-155.2648,10.4,1.6,Ml,,32.4,0.00898315,0.17,hv,hv60754506,2014-08-23T02:36:35.101Z,"3km SW of Volcano, Hawaii",earthquake
2014-08-21T06:44:21.600Z,19.3625,-155.2263,1.4,2.2,Ml,,54,0.01796631,0.17,hv,hv60754521,2014-08-21T14:47:00.045Z,"7km S of Volcano, Hawaii",earthquake
2014-08-21T06:50:27.700Z,19.4072,-155.2802,10.3,1.8,Ml,,28.8,0.00898315,0.22,hv,hv60754526,2014-08-21T06:56:14.834Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-21T06:52:10.900Z,19.3578,-155.222,1,1.1,Md,,54,0.01796631,0.11,hv,hv60754531,2014-08-22T21:13:20.649Z,"8km SSE of Volcano, Hawaii",earthquake
2014-08-21T07:58:01.400Z,19.3972,-155.2718,13.1,1.8,Ml,,36,0,0.24,hv,hv60754561,2014-08-22T02:03:23.425Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-21T08:40:22.100Z,19.4043,-155.2773,10.7,1.7,Ml,,36,0.00898315,0.1,hv,hv60754571,2014-08-21T18:54:41.493Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-21T09:11:42.700Z,19.4045,-155.2757,8.5,1.7,Ml,,32.4,0.00898315,0.11,hv,hv60754576,2014-08-21T18:44:45.347Z,"4km SW of Volcano, Hawaii",earthquake
2014-08-21T10:32:39.800Z,19.4083,-155.2683,10.1,1.7,Ml,,39.6,0.00898315,0.14,hv,hv60754591,2014-08-21T20:37:24.497Z,"4km SW of Volcano, Hawaii",earthquake
2014-08-21T12:13:55.600Z,19.408,-155.2657,9.5,1.6,Ml,,36,0.00898315,0.19,hv,hv60754611,2014-08-22T00:09:05.591Z,"3km SW of Volcano, Hawaii",earthquake
2014-08-21T12:22:22.800Z,19.3617,-155.2207,1.5,0.8,Md,,108,0.00898315,0.09,hv,hv60754616,2014-08-22T20:19:19.585Z,"7km SSE of Volcano, Hawaii",earthquake
2014-08-21T12:24:58.500Z,19.362,-155.221,1.5,0.7,Md,,111.6,0.00898315,0.08,hv,hv60754626,2014-08-22T20:47:52.771Z,"7km SSE of Volcano, Hawaii",earthquake
2014-08-21T13:24:24.800Z,19.4002,-155.2792,9,1.6,Ml,,36,0.00898315,0.12,hv,hv60754631,2014-08-21T23:03:22.114Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-21T14:05:12.600Z,19.8152,-155.3477,23.6,1.9,Md,,298.8,0.24254513,0.12,hv,hv60754646,2014-08-22T19:41:34.201Z,"25km W of Pepeekeo, Hawaii",earthquake
2014-08-21T14:56:07.600Z,19.4038,-155.2707,9.4,1.7,Ml,,32.4,0.00898315,0.14,hv,hv60754656,2014-08-21T21:29:51.552Z,"4km SW of Volcano, Hawaii",earthquake
2014-08-21T15:57:06.800Z,19.4092,-155.2763,9.3,1.5,Ml,,36,0.00898315,0.14,hv,hv60754681,2014-08-21T21:00:47.212Z,"4km WSW of Volcano, Hawaii",earthquake
2014-08-21T16:19:24.700Z,19.4005,-155.2808,1.5,1.7,Md,,46.8,0.00898315,0.17,hv,hv60754696,2014-08-21T16:23:18.409Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-21T17:10:56.200Z,19.407,-155.2797,8.1,1.6,Ml,,28.8,0.00898315,0.12,hv,hv60754721,2014-08-21T18:35:34.271Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-21T18:28:35.300Z,19.4012,-155.2785,7.7,1.7,Ml,,36,0.00898315,0.15,hv,hv60754781,2014-08-21T20:14:26.688Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-21T20:36:14.900Z,19.4048,-155.283,8.1,1.6,Ml,,25.2,0.00898315,0.17,hv,hv60754856,2014-08-21T21:53:14.227Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-21T22:51:17.000Z,19.3612,-155.226,1.3,1.7,Md,,104.4,0.01796631,0.09,hv,hv60754921,2014-08-22T06:54:07.243Z,"7km S of Volcano, Hawaii",earthquake
2014-08-22T08:06:41.100Z,19.4068,-155.2915,3.4,1.6,Ml,,172.8,0.00898315,0.06,hv,hv60755141,2014-08-23T02:06:56.720Z,"6km WSW of Volcano, Hawaii",earthquake
2014-08-22T08:26:56.300Z,19.7852,-155.7853,14.6,2.9,Ml,,154.8,0.10779783,0.12,hv,hv60755151,2014-09-07T12:29:25.562Z,"16km SSE of Waikoloa Village, Hawaii",earthquake
2014-08-22T09:12:52.000Z,19.8643,-155.4792,19.2,1.6,Md,,172.8,0.13474729,0.13,hv,hv60755166,2014-08-28T19:51:47.791Z,"24km S of Honoka'a, Hawaii",earthquake
2014-08-22T15:50:35.700Z,19.5305,-155.6863,11.4,1.2,Md,,111.6,0.02694946,0.09,hv,hv60755291,2014-08-23T02:22:13.452Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-22T18:43:10.100Z,19.3628,-155.2253,1.5,2.1,Ml,,108,0.01796631,0.07,hv,hv60755366,2014-08-22T23:22:26.067Z,"7km S of Volcano, Hawaii",earthquake
2014-08-22T20:23:40.100Z,19.422,-155.6082,2.4,0.7,Md,,90,0.02694946,0.09,hv,hv60755416,2014-08-28T20:32:18.447Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-22T21:24:51.000Z,19.1783,-155.4772,32.1,1.7,Md,,118.8,0.02694946,0.09,hv,hv60755481,2014-08-23T00:43:51.246Z,"3km S of Pahala, Hawaii",earthquake
2014-08-23T04:52:43.400Z,19.4083,-155.615,3,0.7,Md,,118.8,0.00898315,0.1,hv,hv60755726,2014-08-23T09:02:03.037Z,"26km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-23T06:49:06.100Z,19.3278,-155.115,7.8,1.5,md,,143.9999885,0.04491576,0.09,hv,hv60755836,2014-08-25T23:03:01.000Z,"17km SE of Volcano, Hawaii",earthquake
2014-08-23T10:53:39.200Z,19.4042,-155.2778,1.5,0.5,Md,,50.4,0.00898315,0.08,hv,hv60755896,2014-08-25T23:30:09.941Z,"5km SW of Volcano, Hawaii",earthquake
2014-08-23T13:15:21.000Z,19.4893,-155.1247,11.8,2.1,Ml,,82.8,0.09881468,0.12,hv,hv60755926,2014-08-25T23:11:12.788Z,"5km WSW of Fern Acres, Hawaii",earthquake
2014-08-23T19:12:40.500Z,19.2842,-155.7853,11.4,1.5,Md,,129.6,0.08084838,0.12,hv,hv60756021,2014-08-27T19:42:34.984Z,"20km SSE of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-23T19:35:00.900Z,19.4827,-155.5718,2.6,0.7,Md,,93.6,0.01796631,0.04,hv,hv60756036,2014-08-28T20:36:54.035Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-24T03:25:57.700Z,19.4668,-155.598,2.8,0.7,Md,,86.4,0.01796631,0.14,hv,hv60756191,2014-08-28T21:08:04.585Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-24T05:38:52.200Z,19.4582,-155.5973,2.6,0.6,Md,,75.6,0.00898315,0.1,hv,hv60756236,2014-08-28T20:58:21.445Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-24T05:45:27.200Z,19.4878,-155.5823,2.8,0.9,Md,,64.8,0.01796631,0.15,hv,hv60756241,2014-08-24T19:18:10.581Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-24T09:36:10.300Z,19.125,-155.3893,44.5,1.9,Md,,237.6,0.07186522,0.08,hv,hv60756331,2014-08-26T00:05:13.831Z,"13km SE of Pahala, Hawaii",earthquake
2014-08-24T10:52:26.200Z,19.4068,-155.2752,1,1.8,Ml,,57.6,0.00898315,0.35,hv,hv60756371,2014-08-24T10:58:13.585Z,"4km SW of Volcano, Hawaii",earthquake
2014-08-24T12:14:25.400Z,19.9892,-155.5875,13.2,1.7,Md,,165.6,0.10779783,0.14,hv,hv60756406,2014-08-25T23:17:23.507Z,"9km ESE of Waimea, Hawaii",earthquake
2014-08-24T16:39:56.900Z,19.4197,-155.6255,3.9,0.7,Md,,140.4,0.01796631,0.09,hv,hv60756486,2014-08-27T18:11:45.292Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-24T17:12:11.700Z,19.3715,-155.5497,5,2,Ml,,50.4,0.03593261,0.09,hv,hv60756496,2014-08-24T19:52:20.386Z,"19km NNW of Pahala, Hawaii",earthquake
2014-08-24T17:39:32.300Z,19.469,-155.5955,2.3,0.6,Md,,104.4,0.01796631,0.11,hv,hv60756501,2014-08-26T18:49:21.626Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-25T02:42:48.500Z,19.4258,-155.6142,3,2.6,Ml,,100.8,0.02694946,0.15,hv,hv60756786,2014-08-25T07:41:29.096Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-25T05:00:10.600Z,19.469,-155.591,13.2,1,Md,,133.2,0.01796631,0.12,hv,hv60756846,2014-08-25T07:42:21.075Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-25T06:35:01.400Z,19.4778,-155.5923,1.5,0.5,Md,,97.2,0.00898315,0.12,hv,hv60756866,2014-08-28T21:02:58.012Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-25T11:32:37.100Z,19.5115,-155.9458,14.1,1.5,Md,,284.4,0.03593261,0.13,hv,hv60756996,2014-08-28T19:37:01.107Z,"2km WSW of Kealakekua, Hawaii",earthquake
2014-08-25T12:45:19.900Z,19.4457,-155.3013,0,1.7,Ml,,129.6,0.02694946,0.2,hv,hv60757226,2014-08-25T12:51:06.178Z,"6km WNW of Volcano, Hawaii",earthquake
2014-08-26T00:47:08.700Z,19.383,-155.243,2.6,0.8,Md,,86.4,0.00898315,0.09,hv,hv60757896,2014-08-26T01:19:29.664Z,"5km S of Volcano, Hawaii",earthquake
2014-08-26T00:47:16.400Z,19.3797,-155.2408,2,2.2,Ml,,82.8,0.00898315,0.1,hv,hv60757901,2014-08-26T01:31:46.092Z,"5km S of Volcano, Hawaii",earthquake
2014-08-26T00:59:17.800Z,19.3818,-155.238,2.6,2.7,Ml,,61.2,0.00898315,0.08,hv,hv60757926,2014-08-26T01:55:20.938Z,"5km S of Volcano, Hawaii",earthquake
2014-08-26T01:03:40.500Z,19.3803,-155.2417,2.2,1.6,Ml,,86.4,0.00898315,0.06,hv,hv60757936,2014-08-26T02:06:50.158Z,"5km S of Volcano, Hawaii",earthquake
2014-08-26T03:42:02.400Z,19.3633,-155.6062,12.9,1.1,Md,,64.8,0.04491576,0.1,hv,hv60758036,2014-08-26T18:42:44.873Z,"21km NW of Pahala, Hawaii",earthquake
2014-08-26T04:05:02.400Z,19.4798,-155.5775,0.4,0.7,Md,,201.6,0.01796631,0.06,hv,hv60758046,2014-08-26T08:40:25.181Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-26T04:31:46.800Z,19.3577,-155.233,30.9,1.8,Md,,54,0.01796631,0.11,hv,hv60758056,2014-08-27T00:47:32.808Z,"8km S of Volcano, Hawaii",earthquake
2014-08-26T11:04:22.600Z,19.328,-155.1933,8.7,2,Md,,90,0.05389892,0.06,hv,hv60758241,2014-08-29T05:39:37.382Z,"12km SSE of Volcano, Hawaii",earthquake
2014-08-26T11:20:24.400Z,19.3917,-155.6153,2.7,0.7,Md,,158.4,0.01796631,0.15,hv,hv60758261,2014-08-26T18:45:16.171Z,"25km NW of Pahala, Hawaii",earthquake
2014-08-26T19:45:59.400Z,19.321,-155.2237,6.4,1.5,Md,,72,0.03593261,0.13,hv,hv60758486,2014-08-26T20:46:25.666Z,"12km S of Volcano, Hawaii",earthquake
2014-08-26T19:51:58.200Z,19.4732,-155.5788,0.3,0.9,Md,,208.8,0.00898315,0.08,hv,hv60758491,2014-08-27T19:59:51.978Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-26T21:10:20.100Z,19.413,-155.6303,3.8,0.7,Md,,147.6,0.00898315,0.05,hv,hv60758576,2014-08-27T19:15:31.831Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-27T02:01:22.700Z,19.408,-155.2645,3.3,1.8,Md,,61.2,0.00898315,0.14,hv,hv60758816,2014-08-27T02:04:31.503Z,"3km SW of Volcano, Hawaii",earthquake
